mol_name,smiles,mol_weight,IC50 (nM)
667185,[H]c1c([H])c(C([H])([H])[H])c(Cl)c([H])c1N([H])C(=O)C([H])([H])C1([H])SC([H])([H])C([H])([H])N([H])C1=O,0.4444371577987173,0.5435830164912181
667313,[H]c1c([H])c(S(=O)(=O)N(C([H])([H])[H])C([H])([H])C(=O)N2C([H])([H])C([H])([H])C([H])(C(=O)N([H])[H])C([H])([H])C2([H])[H])c([H])c(Cl)c1OC([H])([H])[H],0.6092822475157597,0.5435830164912181
667333,[H]Oc1c2on([H])c(-c3c([H])c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c3[H])c-2c(=O)n1-c1c(C([H])([H])[H])c([H])c([H])c([H])c1C([H])([H])[H],0.5772609362909673,0.5094928184718247
667377,[H]Oc1c2on([H])c(-c3c([H])c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c3[H])c-2c(=O)n1-c1c([H])c([H])c2c(c1[H])OC([H])([H])C([H])([H])O2,0.6187021993055468,0.5174046926912498
2120761,[H]Oc1c([H])c([H])c(N2C([H])([H])C([H])([H])N(C(=O)c3c([H])c([H])c4c([H])c([H])c([H])c([H])c4c3[H])C([H])([H])C2([H])[H])c([H])c1[H],0.5035815790811793,0.5435830164912181
2997948,[H]c1c(N2C([H])([H])C([H])([H])C([H])([H])C2([H])[H])nc(N([H])[H])c2c(N([H])[H])nc(N3C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c(C#N)c12,0.48863877775931536,0.3912528439864923
1910302,[H]c1c([H])c([H])c(C(=O)N([H])c2c(C#N)c3nc4c([H])c([H])c([H])c([H])c4nc3n2C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])c1[H],0.5612597507575054,0.5128463602189974
1540508,[H]c1nc(N([H])C2(N([H])C(=O)OC([H])([H])C([H])([H])[H])Oc3c([H])c([H])c([H])c([H])c3O2)c([H])c([H])c1Cl,0.5083523054354114,0.5435830164912181
2098006,[H]c1c(F)c([H])c2c(=O)c(C([H])([H])[H])c(-c3nn(C([H])([H])[H])c(=O)c4c([H])c([H])c([H])c([H])c34)oc2c1[H],0.5100180359862614,0.39230865179922214
2998484,[H]/C(c1c([H])c([H])c(N(c2c([H])c([H])c([H])c([H])c2[H])C([H])([H])[H])c([H])c1[H])=c1\s/c(=C(/C#N)C(=O)C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])n(C([H])([H])c2oc([H])c([H])c2[H])c1=O,0.7238214221255727,0.4775464872909548
2120718,[H]c1c([H])c([H])c2c(c1[H])-c1c([H])c([H])c([H])c([H])c1C2([H])N1C([H])([H])C([H])([H])N(C(=O)c2nn([H])c(=O)c3c([H])c([H])c([H])c([H])c23)C([H])([H])C1([H])[H],0.6345310670608721,0.5435830164912181
5685355,[H]Oc1c([H])c([H])c(-c2onc(C(F)(F)F)c2-c2nc([H])sc2[H])c(O[H])c1[H],0.49673387483190323,0.4921540883831026
6602956,[H]OC(=O)c1c([H])c([H])c2c(nc(C([H])([H])Sc3nnc(-c4c([H])nc([H])c([H])c4[H])n3-c3c([H])c([H])c([H])c([H])c3C([H])([H])[H])n2C([H])([H])C([H])([H])[H])c1[H],0.6933043923201688,0.3276313934972226
442549,[H]Oc1c([H])c(O[H])c2c(c1[H])/C([H])=C(\[H])C([H])([H])C([H])([H])C([H])([H])C(=O)C([H])([H])C([H])([H])C([H])([H])[C@]([H])(C([H])([H])[H])OC2=O,0.4800581045508173,0.39106912127129806
697343,[H]c1c([H])c(S(=O)(=O)N([H])c2c([H])c([H])c3oc(=O)sc3c2[H])c(C([H])([H])[H])c([H])c1C([H])([H])[H],0.5082892631103876,0.5391186206113396
1540501,[H]c1c([H])c([H])c(C([H])([H])N([H])C2(N([H])C(=O)OC([H])([H])C([H])([H])[H])Oc3c([H])c([H])c([H])c([H])c3O2)c([H])c1[H],0.4731146555788008,0.5233422507618973
6602859,[H]c1c(/N=C2/N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c(OC([H])([H])C([H])([H])[H])c([H])c(N2C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])c1OC([H])([H])C([H])([H])[H],0.5494141321385972,0.475921048983659
2999413,[H]Oc1c([H])c(O[H])c2c(c1[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])C([H])([H])[C@]([H])(C([H])([H])[H])OC2=O,0.4869334039186447,0.3959334813567214
2123860,[H]OC(=O)c1c([H])c([H])c2c(nc(C([H])([H])Sc3nnc4c([H])c([H])c([H])c([H])n34)n2C([H])([H])C([H])([H])[H])c1[H],0.536966527558982,0.35248120499472274
2408766,[H]c1nnc(-c2c([H])c([H])c(C([H])([H])Sc3nc4c([H])c([H])c([H])c([H])c4n3[H])c([H])c2[H])o1,0.462489639501504,0.5435830164912181
2999671,[H]OC(=O)c1c([H])c([H])c2c(nc(C([H])([H])Sc3nc([H])c([H])n3C([H])([H])[H])n2C([H])([H])C([H])([H])[H])c1[H],0.4765330004740744,0.4773429680743716
2408760,[H]c1nnc(-c2c([H])c([H])c([H])c(S(=O)(=O)N3C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c2[H])o1,0.40849738206848885,0.5435830164912181
3000005,[H]c1c([H])c2c(c([H])c1Cl)OC(N([H])C(=O)N([H])C([H])([H])C([H])([H])N1C([H])([H])C([H])([H])OC([H])([H])C1([H])[H])(C(F)(F)F)O2,0.5983216407115857,0.5435830164912181
5742573,[H]Oc1c([H])c(O[H])c(C([H])([H])C([H])([H])[H])c([H])c1-c1nn([H])c([H])c1-c1c([H])c([H])c2c(c1[H])OC([H])([H])O2,0.4901996100369563,0.3810469332155984
5742576,[H]Oc1c([H])c(O[H])c(-c2onc(C(F)(F)F)c2-c2nc([H])sc2[H])c(C([H])([H])[H])c1[H],0.5195801759778818,0.48458562148046314
2408764,[H]c1nnc(-c2c([H])c([H])c(C([H])([H])Sc3nc4c([H])c([H])c([H])c([H])c4s3)c([H])c2[H])o1,0.49175294206882064,0.5435830164912181
2088994,[H]c1c([H])c([H])c(N([H])c2nnc(SC([H])([H])c3c([H])c([H])c(C#N)c([H])c3[H])s2)c([H])c1[H],0.49009739331849306,0.5435830164912181
5771297,[H]Oc1c(/C([H])=N/C([H])([H])C2([H])OC([H])([H])C([H])([H])C2([H])[H])c2c(C(=O)OC([H])([H])C([H])([H])[H])c(C([H])([H])[H])oc2c2c([H])c([H])c([H])c([H])c12,0.5787246607082419,0.47707900451793045
3236749,[H]c1nc([H])c(C([H])([H])N([H])C(=O)C2([H])c3c([H])c([H])c([H])c([H])c3C(=O)N2C([H])([H])c2oc([H])c([H])c2[H])c([H])c1[H],0.5276593140534925,0.5435830164912181
3237318,[H]OC1(N([H])C(=O)c2c([H])c([H])c([H])c([H])c2[H])C(=O)c2c([H])c([H])c([H])c([H])c2C1=O,0.4123986513278993,0.49634917825535607
2142320,[H]c1c([H])c([H])c2c(c1[H])c(OC(=O)C([H])([H])[H])c([H])c1c(C(=O)N([H])C([H])([H])C([H])([H])C([H])([H])N3C([H])([H])C([H])([H])OC([H])([H])C3([H])[H])c(C([H])([H])[H])oc12,0.6187990781838664,0.4242795340608388
2142318,[H]c1c([H])c([H])c2c(c1[H])c(OC(=O)C([H])([H])[H])c([H])c1c(C(=O)N([H])C([H])([H])C([H])([H])N3C([H])([H])C([H])([H])OC([H])([H])C3([H])[H])c(C([H])([H])[H])oc12,0.599815722882929,0.4967879584394649
3240391,[H]OC(=O)c1c([H])c([H])c2c(nc(C([H])([H])[H])n2-c2c([H])c(OC([H])([H])[H])c([H])c([H])c2OC([H])([H])[H])c1[H],0.46959971099523345,0.5175663470692169
3240658,[H]c1c(C([H])([H])N([H])S(=O)(=O)C([H])([H])C([H])([H])[H])c([H])c2c3c(n([H])c2c1[H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H],0.43346462827276533,0.516624795941457
3240783,[H]c1nc(C([H])([H])N([H])C(=O)c2c([H])n(C([H])([H])C([H])([H])[H])c3c([H])c([H])c(S(=O)(=O)N4C([H])([H])C([H])([H])C([H])([H])C([H])([H])C4([H])[H])c([H])c3c2=O)c([H])c([H])c1[H],0.6744168634419435,0.49058434113301636
1267737,[H]c1c2c(c([H])c(C([H])([H])C([H])([H])C([H])([H])[H])c1N([H])S(=O)(=O)c1c([H])c([H])c(C([H])([H])C([H])([H])N([H])C(=O)C([H])([H])[H])c([H])c1[H])OC([H])([H])O2,0.61069421721586,0.5435830164912181
3241078,[H]c1c([H])c([H])c(-n2c(SC([H])([H])C(=O)N([H])C([H])([H])C3([H])OC([H])([H])C([H])([H])C3([H])[H])nnc2C([H])([H])c2c([H])c(=O)n([H])c(=O)n2[H])c([H])c1[H],0.6597647752753902,0.5435830164912181
768991,[H]c1c([H])c(N([H])S(=O)(=O)c2c([H])c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c2[H])c([H])c2c1OC([H])([H])O2,0.5115932561315508,0.5271929396106525
3241933,[H]c1nc2c(OC([H])([H])C([H])([H])[H])c([H])c([H])c(S(=O)(=O)N([H])c3c([H])c([H])c4c(c3[H])OC([H])([H])O4)c2c([H])c1[H],0.5655603118952888,0.4863547557621454
3242272,[H]c1nc([H])n(C([H])([H])C([H])([H])C([H])([H])N([H])C(=O)c2noc3c2C([H])([H])C([H])([H])c2c([H])c([H])c([H])c([H])c2-3)c1[H],0.4868740015966177,0.4779692469656656
712700,[H]c1nn(-c2c([H])c([H])c([H])c([H])c2[H])c2c1-c1nc(N([H])[H])sc1C([H])([H])C2([H])[H],0.3865605495575954,0.4684726540856312
70766,[H]c1nc([H])c2c([H])c([H])c([H])c(N([H])[H])c2c1[H],0.04748653726706684,0.5435830164912181
2142222,[H]c1c([H])c([H])c(C([H])([H])[H])c(N([H])c2c([H])c3c([H])c([H])c([H])c([H])c3c(=O)n2[H])c1[H],0.34867980880541005,0.5239725257322894
3243924,[H]c1c([H])c2c(c([H])c1Cl)OC(N([H])C(=O)N1C([H])([H])C([H])([H])C3(OC([H])([H])C([H])([H])O3)C([H])([H])C1([H])[H])(C(F)(F)F)O2,0.6159774656490588,0.5053495952850676
3244429,[H]c1c([H])c(N([H])C(=O)C([H])([H])C([H])([H])N([H])C(=O)C([H])([H])n2c([H])nc3c([H])c([H])c([H])c([H])c3c2=O)c([H])c2c1OC([H])([H])C([H])([H])O2,0.6160756515879273,0.5435830164912181
3244674,[H]c1c([H])c(S(=O)(=O)N([H])c2c([H])c(Sc3nnc([H])n3[H])c3oc(=O)sc3c2[H])c([H])c([H])c1OC([H])([H])C([H])([H])[H],0.6693987111698959,0.5216545682220529
66541,[H]c1nc2c(=O)n(C([H])([H])[H])c(=O)nc-2n(C([H])([H])[H])n1,0.20731312112545944,0.27494664584703765
1261668,[H]c1nc(N2C([H])([H])C([H])([H])N(C(=O)c3c([H])c(-c4c([H])c([H])nc([H])c4[H])nc4c([H])c([H])c(Br)c([H])c34)C([H])([H])C2([H])[H])c([H])c([H])c1[H],0.6966996927393301,0.5435830164912181
719923,[H]c1c([H])c([H])c2sc(SC([H])([H])C(=O)OC([H])(C([H])([H])[H])C([H])([H])[H])nc2c1[H],0.38443918199526383,0.5435830164912181
725335,[H]c1c([H])c(N([H])C([H])([H])C(=O)N([H])c2c([H])c([H])c(C([H])([H])[H])c([H])c2C([H])([H])[H])c([H])c([H])c1OC([H])([H])C([H])([H])[H],0.44464568929927145,0.45059818102328447
2228005,[H]c1c([H])c(C([H])([H])S(=O)(=O)N([H])c2c([H])c([H])c3c(c2[H])OC([H])([H])O3)c([H])c([H])c1Cl,0.4917247234483027,0.5435830164912181
923198,[H]c1c([H])c([H])c2c(N3C(=O)C([H])([H])C(C(=O)OC([H])([H])[H])=C3C([H])([H])[H])c([H])c([H])c([H])c2c1[H],0.412469331681958,0.5435830164912181
1258835,[H]c1c([H])c(C(=O)OC([H])([H])[H])c([H])c2c1N=C1C([H])(S2)C(=O)C([H])([H])C([H])([H])C1([H])[H],0.4006021588767184,0.4670183700359471
5740730,[H]OC([H])(OC([H])([H])C([H])([H])[H])c1oc2c(c(=O)c1-c1nnc([H])n1-c1c([H])c([H])c([H])c([H])c1[H])C([H])=C([H])C(=O)C2=O,0.5955646012121082,0.5068663823532413
918440,[H]c1c([H])c(N2C([H])([H])C([H])([H])N(C(=O)C([H])([H])[H])C([H])([H])C2([H])[H])c([H])c([H])c1N([H])C([H])([H])c1c([H])c([H])c(C([H])([H])C([H])([H])[H])c([H])c1[H],0.5118417066507068,0.5298145432161454
11332,[H]OC(=O)C([H])([H])Oc1c(Cl)c([H])c([H])c([H])c1Cl,0.2785623427884124,0.5435830164912181
2959664,[H]OC(=O)c1c([H])c([H])c(C([H])([H])[H])c(S(=O)(=O)N([H])C([H])([H])C2([H])OC([H])([H])C([H])([H])C2([H])[H])c1[H],0.4463180241073575,0.5435830164912181
2967650,[H]Oc1c([H])c([H])c([H])c([H])c1C(=O)OC1([H])C(=O)c2c([H])c([H])c([H])c([H])c2C([H])([H])C1([H])[H],0.4143773613377957,0.5435830164912181
953039,[H]c1c([H])c(C([H])(C([H])([H])[H])C([H])([H])[H])c(OC([H])([H])C(=O)N([H])c2nnn(C([H])([H])C([H])([H])[H])n2)c([H])c1C([H])([H])[H],0.45372857758471563,0.5435830164912181
833988,[H]Oc1c([H])c([H])c(N([H])C([H])([H])c2c([H])c([H])c(C([H])([H])[H])c([H])c2[H])c([H])c1[H],0.2612780853987009,0.5336046792519837
2970515,[H]c1oc(C([H])([H])[H])c(C(=O)N([H])C([H])(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c1[H],0.25100072832569303,0.5435830164912181
5740735,[H]c1nc2n(n1)C([H])(c1c([H])c([H])c([H])c([H])c1[H])C1([H])C(=O)C([H])([H])C([H])(c3c([H])c([H])c(OC([H])([H])[H])c([H])c3[H])C([H])([H])C1=N2,0.565678628107782,0.5435830164912181
4891533,[H]c1c([H])c(N2C([H])([H])SC3=C(C#N)C([H])(c4c([H])c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c4[H])C([H])([H])C(=O)N3C2([H])[H])c(OC([H])([H])[H])c([H])c1OC([H])([H])[H],0.6898079329532709,0.5435830164912181
5307850,[H]OC(=O)c1c([H])c([H])c(C2([H])Oc3nc(SC([H])([H])C([H])([H])[H])nnc3-c3c([H])c([H])c([H])c([H])c3N2C(=O)C([H])([H])[H])c([H])c1[H],0.6344413006760267,0.5435830164912181
5308158,[H]c1nc(C([H])([H])N([H])C(=O)C([H])([H])S(=O)C([H])([H])c2nc(-c3c([H])c([H])c(OC([H])([H])[H])c([H])c3[H])oc2C([H])([H])[H])c([H])c([H])c1[H],0.6038757675943116,0.49568386822000216
5309174,[H]c1c([H])c([H])c2c(c1[H])C(=O)N(C([H])([H])c1c([H])c([H])c3c(c1[H])OC([H])([H])O3)C2([H])N([H])c1c([H])c([H])c2c(c1[H])OC([H])([H])O2,0.6079595370864719,0.5435830164912181
5309338,[H]c1c([H])c(-n2c(SC([H])([H])C(=O)N([H])c3c([H])c([H])c(C(=O)C([H])([H])[H])c([H])c3[H])nnc2C([H])([H])c2c([H])c([H])c([H])n2C([H])([H])[H])c([H])c([H])c1F,0.6851081366236466,0.5435830164912181
3149613,[H]OC([H])(C([H])([H])Oc1c([H])c([H])c([H])c([H])c1C([H])([H])[H])C([H])([H])n1c(N([H])C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])[H])nc2c1c(=O)n(C([H])([H])[H])c(=O)n2C([H])([H])[H],0.6448554779993174,0.5435830164912181
5309568,[H]c1c([H])c(N([H])C(=O)c2onc(C([H])([H])[H])c2Cl)c([H])c2c1OC([H])([H])O2,0.4103672702474783,0.5034802501631355
5309826,[H]c1sc(-c2nc(C([H])([H])SC([H])([H])C(=O)N([H])C3([H])C([H])([H])C([H])([H])N(C(=O)OC([H])([H])C([H])([H])[H])C([H])([H])C3([H])[H])c(C([H])([H])[H])o2)c(C([H])([H])[H])c1[H],0.6535573180067126,0.5435830164912181
3091644,[H]c1c([H])c([H])c(C2([H])N([H])C(=O)N=C(C([H])([H])[H])C2([H])C(=O)OC([H])([H])C([H])([H])SC([H])([H])C([H])([H])[H])c([H])c1[H],0.48343338884536863,0.5435830164912181
5206092,[H]c1sc(N([H])C(=O)C2([H])Oc3c([H])c([H])c([H])c([H])c3OC2([H])[H])nc1-c1c([H])c([H])c2c(c1[H])OC([H])([H])O2,0.5800191711665469,0.5435830164912181
2160339,[H]c1c([H])c(C(=O)N([H])c2c3c(nn2-c2c([H])c([H])c(OC([H])([H])[H])c([H])c2[H])C([H])([H])S(=O)C3([H])[H])c([H])c([H])c1Br,0.6632942506877875,0.5435830164912181
5310378,[H]OC([H])([H])C([H])([H])C([H])([H])c1nc2n(n1)C([H])(c1c([H])c([H])c([H])c([H])c1[H])C([H])([H])C(c1c([H])c([H])c([H])c([H])c1[H])=N2,0.5036000452433043,0.5435830164912181
3651146,[H]OC(=O)C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])c1c([H])c([H])c2c(c1[H])c1c(n2[H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],0.4482582586497032,0.5435830164912181
2162777,[H]c1nc([H])c(C(=O)N2C([H])([H])C([H])([H])N(C(=O)C([H])([H])Oc3c([H])c([H])c(-c4c([H])c([H])c([H])c([H])c4[H])c([H])c3[H])C([H])([H])C2([H])[H])c([H])c1[H],0.606671273510224,0.5435830164912181
702328,[H]c1c([H])c2c(c([H])c1C(=O)C([H])([H])Sc1nnc([H])n1C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H],0.4240088718209962,0.5435830164912181
767530,[H]c1c([H])c([H])c(-n2c(=O)c(N=c3c(=O)c4c([H])c([H])c([H])c([H])c4c3=O)c(C([H])([H])[H])n2C([H])([H])[H])c([H])c1[H],0.5244794998178971,0.49910084398584353
790307,[H]Oc1c(C([H])([H])C([H])([H])C(=O)C([H])([H])[H])c(C([H])([H])[H])nc2c([H])c([H])c([H])c([H])c12,0.30079368023323116,0.5435830164912181
5406370,[H]Oc1c([H])c([H])c(-c2nc(-c3c([H])c([H])c(O[H])c(O[H])c3[H])c([H])s2)c([H])c1[H],0.42007078843181045,0.33194363987696673
148769,[H]c1c(C([H])([H])[H])c2c([H])c(OC(=O)C([H])([H])[H])c(OC(=O)C([H])([H])[H])c([H])c2oc1=O,0.4025871614577671,0.5435830164912181
5338656,[H]Oc1c([H])c([H])c(/N=C(\[H])c2c([H])c([H])c(O[H])c(O[H])c2[H])c([H])c1[H],0.30070695821202825,0.499048695695806
767400,[H]Oc1c([H])c([H])c([H])c(N([H])c2c([H])c(C([H])(C([H])([H])[H])C([H])([H])[H])c(O[H])c(C([H])(C([H])([H])[H])C([H])([H])[H])c2[H])c1[H],0.420313847382643,0.5130211253823845
2271523,[H]C([H])=C([H])C([H])([H])N([H])C(=O)C([H])([H])N(c1c([H])c([H])c([H])c(Br)c1[H])S(=O)(=O)C([H])([H])[H],0.5258816071250382,0.5435830164912181
879979,[H]c1c2c3c(c4oc(=O)sc14)C([H])([H])C([H])([H])C([H])([H])N3C([H])([H])C([H])([H])C2([H])[H],0.34199379224533677,0.5435830164912181
16072228,[H]c1nc2c(N([H])S(=O)(=O)c3c([H])c([H])c(F)c(C#N)c3[H])c([H])c(OC([H])([H])[H])c([H])c2c([H])c1[H],0.5430618098373459,0.5435830164912181
416002,[H]Oc1c([H])c([H])c(N([H])[H])c2c([H])c([H])c([H])nc12,0.10497241127378877,0.5137406376799609
16072240,[H]Oc1c([H])c(N([H])S(=O)(=O)c2c([H])c([H])c(C([H])([H])[H])c([H])c2[H])c2nc([H])c([H])c([H])c2c1[H],0.4730205333964772,0.5435830164912181
11359,[H]c1nc2c(N([H])[H])c([H])c([H])c([H])c2c([H])c1[H],0.04748653726706684,0.5435830164912181
3902253,[H]c1c([N+](=O)[O-])c2n([H])c([H])c([H])c([H])c-2c(=O)c1[H],0.1986981495077825,0.5435830164912181
16072241,[H]/C(=C1\C(=O)/C(=C(\[H])c2nc([H])c([H])c([H])c2[H])C([H])([H])N([H])C1([H])[H])c1nc([H])c([H])c([H])c1[H],0.4046760141100582,0.5435830164912181
2722,[H]Oc1c(Cl)c([H])c(Cl)c2c([H])c([H])c([H])nc12,0.2609178762048563,0.5435830164912181
16072242,[H]c1nc2c(N([H])C(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N([H])[H])c([H])c(OC([H])([H])[H])c([H])c2c([H])c1[H],0.45013177297519363,0.5435830164912181
16072243,[H]Oc1c([H])c(N([H])S(=O)(=O)c2c([H])c([H])c(F)c([H])c2[H])c2nc([H])c([H])c([H])c2c1[H],0.4798876833989773,0.4682986738314527
16072244,[H]Oc1c([H])c(N([H])S(=O)(=O)c2c([H])c([H])c(F)c(C#N)c2[H])c2nc([H])c([H])c([H])c2c1[H],0.52119670382728,0.5266086223101821
16072245,[H]Oc1c([H])c([H])c2c(c1-c1c([H])c(N([H])S(=O)(=O)c3c([H])c([H])c(C([H])([H])[H])c([H])c3[H])c([H])c([H])c1F)OC([H])([H])O2,0.6065343064664577,0.5087594715555472
16072246,[H]c1nc2c(N([H])C([H])([H])C([H])([H])C([H])([H])C(=O)C([H])([H])[H])c([H])c(OC([H])([H])[H])c([H])c2c(OC([H])([H])c2c([H])c([H])c([H])c([H])c2[H])c1[H],0.5538432951509653,0.5435830164912181
16072247,[H]c1nc2c(N([H])S(=O)(=O)c3c([H])c([H])c(F)c(C#N)c3[H])c([H])c(OC([H])([H])c3c([H])c([H])c([H])c([H])c3[H])c([H])c2c([H])c1[H],0.6484691392801761,0.5435830164912181
16072248,[H]c1nc2c(N([H])S(=O)(=O)c3c([H])c([H])c([N+](=O)[O-])c(F)c3[H])c([H])c(OC([H])([H])c3c([H])c([H])c([H])c([H])c3[H])c([H])c2c([H])c1[H],0.6731072376935925,0.5435830164912181
16072249,[H]c1nc2c(N([H])S(=O)(=O)c3c([H])c([H])c(F)c([H])c3[H])c([H])c(OC([H])([H])c3c([H])c([H])c([H])c([H])c3[H])c([H])c2c([H])c1[H],0.6160101236617901,0.5435830164912181
16072250,[H]c1nc2c(N([H])[H])c([H])c(OC([H])([H])[H])c([H])c2c(OC([H])([H])c2c([H])c([H])c([H])c([H])c2[H])c1[H],0.4105546111973861,0.5435830164912181
16072251,[H]c1nc2c(N([H])C([H])([H])C([H])([H])C([H])([H])C([H])(N=O)C([H])([H])[H])c([H])c(OC([H])([H])[H])c([H])c2c(OC([H])([H])c2c([H])c([H])c([H])c([H])c2[H])c1[H],0.575898075939333,0.5435830164912181
16072252,[H]c1c([H])c([H])c(C([H])([H])Oc2c([H])c([H])c3c(C([H])([H])[H])c([H])c(=O)oc3c2N([H])C([H])([H])C([H])([H])C([H])([H])C(=O)C([H])([H])[H])c([H])c1[H],0.5553166671257823,0.5435830164912181
16667754,[H]Oc1c([H])c([H])c([H])c([H])c1-c1c(N([H])C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c([H])c1N([H])S(=O)(=O)c1c([H])c(Cl)c([H])c([H])c1Cl,0.735647209816211,0.5435830164912181
16072254,[H]Oc1c([H])c([H])c([H])c([H])c1-c1c([H])c(N([H])S(=O)(=O)c2c([H])c(Cl)c([H])c([H])c2Cl)c([H])c([H])c1N([H])[H],0.6158974901100243,0.5435830164912181
16072255,[H]c1c([H])c(Cl)c(S(=O)(=O)N([H])c2c([H])c([H])c(N([H])[H])c(-c3c(OC([H])([H])[H])c([H])c([H])c4c3OC([H])([H])O4)c2[H])c([H])c1Cl,0.6884787605174001,0.5435830164912181
16072256,[H]Oc1c([H])c([H])c([H])c([H])c1-c1c([H])c(N([H])S(=O)(=O)c2c([H])c([H])c([H])c([H])c2[N+](=O)[O-])c([H])c([H])c1N([H])[H],0.584305320752347,0.5435830164912181
16072257,[H]Oc1c([H])c([H])c([H])c([H])c1-c1c([H])c(N([H])S(=O)(=O)c2c([H])c([H])c([H])c([N+](=O)[O-])c2[H])c([H])c([H])c1N([H])[H],0.584305320752347,0.5435830164912181
16072258,[H]Oc1c([H])c([H])c([H])c([H])c1-c1c([H])c(N([H])S(=O)(=O)c2c([H])c([H])c([H])c([H])c2N([H])[H])c([H])c([H])c1N([H])[H],0.5400573790214366,0.5435830164912181
16072259,[H]Oc1c([H])c([H])c([H])c([H])c1-c1c([H])c(N([H])S(=O)(=O)c2c([H])c([H])c([H])c(N([H])[H])c2[H])c([H])c([H])c1N([H])[H],0.5400573790214366,0.5435830164912181
16072260,[H]c1c([H])c([N+](=O)[O-])c([H])c(S(=O)(=O)N([H])c2c([H])c([H])c(N([H])[H])c(-c3c(OC([H])([H])[H])c([H])c([H])c4c3OC([H])([H])O4)c2[H])c1[H],0.6609199544109561,0.5435830164912181
16072261,[H]c1c([H])c(OC([H])([H])[H])c(-c2c([H])c(N([H])S(=O)(=O)c3c([H])c([H])c(C([H])([H])[H])c([H])c3[H])c([H])c([H])c2N([H])[H])c2c1OC([H])([H])O2,0.6213557381612924,0.5435830164912181
16072262,[H]Oc1c([H])c([H])c([H])c([H])c1-c1c([H])c(N([H])S(=O)(=O)c2c([H])c(Cl)c([H])c([H])c2Cl)c([H])c([H])c1O[H],0.617212771861324,0.5435830164912181
16072263,[H]Oc1c([H])c([H])c([H])c([H])c1-c1c([H])c(N([H])S(=O)(=O)c2c([H])c([H])c(C([H])([H])[H])c([H])c2[H])c([H])c([H])c1O[H],0.5400401055817285,0.5435830164912181
16072264,[H]Oc1c([H])c([H])c([H])c([H])c1-c1c([H])c(N([H])S(=O)(=O)c2c([H])c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c2[H])c([H])c([H])c1O[H],0.6065615154989636,0.5435830164912181
16072265,[H]Oc1c([H])c([H])c([H])c([H])c1-c1c([H])c(N([H])S(=O)(=O)c2c([H])c([H])c([H])c([N+](=O)[O-])c2[H])c([H])c([H])c1O[H],0.585698847675569,0.5435830164912181
16072266,[H]c1c([H])c(N([H])[H])c([H])c(S(=O)(=O)N([H])c2c([H])c([H])c(N([H])[H])c(-c3c(OC([H])([H])[H])c([H])c([H])c4c3OC([H])([H])O4)c2[H])c1[H],0.6226728009395649,0.5435830164912181
16072267,[H]Oc1c([H])c([H])c([H])c([H])c1-c1c([H])c(N([H])S(=O)(=O)c2c([H])c([H])c(C([H])([H])[H])c([H])c2[H])c([H])c([H])c1N([H])[H],0.5385248716825713,0.5435830164912181
16072268,[H]Oc1c([H])c([H])c([H])c([H])c1-c1c([H])c(N([H])S(=O)(=O)c2c([H])c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c2[H])c([H])c([H])c1N([H])[H],0.6052202928582392,0.5435830164912181
16072269,[H]c1c([H])c(Cl)c(S(=O)(=O)N([H])c2c([H])c([H])c(N([H])C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c(-c3c(OC([H])([H])C([H])([H])[H])c([H])c([H])c4c([H])c([H])c([H])c([H])c34)c2[H])c([H])c1Cl,0.8136750262099897,0.5435830164912181
16072270,[H]c1c([H])c(Cl)c(S(=O)(=O)N([H])c2c([H])c([H])c(N([H])[H])c(-c3c(OC([H])([H])C([H])([H])[H])c([H])c([H])c4c([H])c([H])c([H])c([H])c34)c2[H])c([H])c1Cl,0.7114701169289125,0.5435830164912181
16072271,[H]c1c([H])c(N([H])S(=O)(=O)c2c([H])c([H])c(C([H])([H])[H])c([H])c2[H])c([H])c(-c2c(OC([H])([H])C([H])([H])[H])c([H])c([H])c3c([H])c([H])c([H])c([H])c23)c1N([H])[H],0.6472841536269244,0.5435830164912181
